tx_hash,from_address,to_address,amount,timestamp,label
0xd77405676731114bebec4e91078a4054a5c58cd7b243393586d636d7ff7642f1,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000008,47.0501,2026-03-11 13:00:59.329378,Normal
0xed9a8a571907fa76ca9dffeec1c82b776909f2f182e3a4e5803007f4f29b495d,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000009,35.3505,2026-03-11 13:03:59.329378,Normal
0x23435808f047cbf8a88333cf0e4587efa84b1592dc5f7fce9fb49bdc424a38c8,0x000000000000000000000000000000000000001a,0x0000000000000000000000000000000000000011,21.2365,2026-03-11 13:58:59.329378,Normal
0xcfd78299e2911201eb305ab5c464556d8069d2a93d0d0d61f75c1367edb42e4e,0x000000000000000000000000000000000000003f,0x000000000000000000000000000000000000002d,20.9749,2026-03-11 13:59:59.329378,Normal
0x42fd478242209a7183b64923d5066db6c771b1ee416c3261aa1e8edf74038b96,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000001,13.5035,2026-03-11 14:15:59.329378,Suspicious (Wash Trading)
0xd260d1079c58f042693e1e4bf3f0152f9ef263327b85d1a834b799c4f08b12ca,0x0000000000000000000000000000000000000010,0x0000000000000000000000000000000000000029,0.6043,2026-03-11 14:44:59.329378,Normal
0xc01d13d87b0dc23699813bb8ccb7d0a23f37753c4b6fd77f03003ef999554697,0x0000000000000000000000000000000000000060,0x0000000000000000000000000000000000000043,10.4978,2026-03-11 14:45:59.329378,Normal
0xfc118dc54a89fc6a2a2d906b00d10b3900d07db5498394f9bf6241cf5bcfd56a,0x0000000000000000000000000000000000000030,0x000000000000000000000000000000000000003c,14.3639,2026-03-11 14:56:59.329378,Normal
0x41339a9d31d8ecbe1b669688d53529f0a6189a89bf587a93bafb65c19710e0f0,0x000000000000000000000000000000000000003b,0x000000000000000000000000000000000000003e,6.9945,2026-03-11 15:18:59.329378,Normal
0xc8b2252a45b004235a9f517394555af75da9177360cc301dab534b8809cadd49,0x0000000000000000000000000000000000000064,0x000000000000000000000000000000000000000e,31.1329,2026-03-11 16:04:59.329378,Normal
0xfac9061f52a9073d9e3d2dbbd3021cbc42e27de95efce2a1178c04cb752bc04b,0x0000000000000000000000000000000000000046,0x0000000000000000000000000000000000000034,11.9539,2026-03-11 16:27:59.329378,Normal
0xc1afba16ed60952d6a2f5e1b83b2ab70e886177d5fad7fedc769e5b75eaa4933,0x0000000000000000000000000000000000000057,0x0000000000000000000000000000000000000038,48.6705,2026-03-11 17:53:59.329378,Normal
0xb16c56189581b2888a334f146ff0f42e1d5903a8f78892ee5cf07c682229aa89,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000038,4.8589,2026-03-11 18:28:59.329378,Normal
0x551857e17f7ffe55ac2398536a3ea713622fc539b699e9beacb3ec5eefd7ebfa,0x0000000000000000000000000000000000000016,0x000000000000000000000000000000000000001c,41.6658,2026-03-11 19:31:59.329378,Normal
0xe7f4e64f2d619f7d8c1806dc82b56a68f5608a1305797516be49a964f680d50e,0x000000000000000000000000000000000000005a,0x000000000000000000000000000000000000005f,36.3208,2026-03-11 20:12:59.329378,Normal
0x478aa4578891705d7fdada0d5d6c09272b138fd149cf867ec31890f390ef321c,0x0000000000000000000000000000000000000061,0x000000000000000000000000000000000000003a,9.1771,2026-03-11 20:35:59.329378,Normal
0xdc691d7d4726a136e10743c9bfbc78c92a1c451aca6573c79848b29fd22bb7b6,0x0000000000000000000000000000000000000043,0x0000000000000000000000000000000000000018,6.8961,2026-03-11 20:46:59.329378,Normal
0xddccc21bb84e0ae8fd2c46185ee293b9902ca3e1eb16b6a3a1189df122c24f64,0x000000000000000000000000000000000000003a,0x0000000000000000000000000000000000000037,22.5083,2026-03-11 20:51:59.329378,Normal
0xbfef35d5c12b9fabaf27518b9d9a94425c2cdad68fac5637869274d140875947,0x000000000000000000000000000000000000001b,0x0000000000000000000000000000000000000025,10.3709,2026-03-11 22:05:59.329378,Normal
0x7fbc5c110efe3015f9104f473eabe6b686bba0193f850d3b97addb9b69690e9f,0x0000000000000000000000000000000000000026,0x0000000000000000000000000000000000000051,0.049,2026-03-11 22:06:59.329378,Suspicious (Sybil/Consolidation)
0x2caae23ca3f9d980ec5a94025647624aca2dbd585fdcb1205df61899b9021bdb,0x000000000000000000000000000000000000005c,0x000000000000000000000000000000000000002b,19.8483,2026-03-11 22:23:59.329378,Normal
0x4ac99214b3396d6ca23012493ffa2fc929082b7df59a5336680d770b8f1ccce9,0x000000000000000000000000000000000000004a,0x0000000000000000000000000000000000000024,43.2532,2026-03-11 23:20:59.329378,Normal
0x4df3be3540299d4536767eb9a041c02003609a4b1f631a84787ea1def05d7db7,0x000000000000000000000000000000000000004c,0x0000000000000000000000000000000000000057,31.3194,2026-03-11 23:34:59.329378,Normal
0x9dce4c77ca519abe643f90d1dcc37125e05d9a1f62866bcafac4fa8e86985e04,0x0000000000000000000000000000000000000039,0x0000000000000000000000000000000000000010,22.1678,2026-03-11 23:34:59.329378,Normal
0x8e4a6bf6f7e4b933b0f19fe8c2aa21fcaabe04fcd2fbf2781574385f938f81b0,0x0000000000000000000000000000000000000058,0x0000000000000000000000000000000000000043,47.7326,2026-03-11 23:56:59.329378,Normal
0x8603c0792e04e710661f169d0794dc5245e53781d45bf5ff36abe4af01842970,0x0000000000000000000000000000000000000031,0x000000000000000000000000000000000000004d,14.251,2026-03-12 00:34:59.329378,Normal
0x7db3d143193265bc8a31cdd2b998570ef7d1ae3b989be06eb5c58670b6fa3319,0x0000000000000000000000000000000000000062,0x0000000000000000000000000000000000000064,21.976,2026-03-12 00:36:59.329378,Normal
0x12e0ff173a5f13864a48f562b7b80024942809b64f1b7b2f1569b1277ea6cdfc,0x0000000000000000000000000000000000000048,0x000000000000000000000000000000000000003a,17.0788,2026-03-12 00:43:59.329378,Normal
0xb448c95f81fe39a9a57d99b810e84b4967d4af65ba6731d6e44a43f0d47c549c,0x000000000000000000000000000000000000002c,0x000000000000000000000000000000000000000a,31.1071,2026-03-12 00:49:59.329378,Normal
0x477dcfe2eefc13f3c916524c41c711989df811f06c780a609e5badd6ab23c92c,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000017,13.7296,2026-03-12 01:03:59.329378,Suspicious (Wash Trading)
0x49cbfbf5ddf0e9aea5b56c30fd9bba1fbd8cccecd7edb7a67ef5fcbc718db62b,0x000000000000000000000000000000000000003f,0x0000000000000000000000000000000000000042,29.7458,2026-03-12 01:39:59.329378,Normal
0xd85198e96695289c648fb27041b478c97232a932653b3babc4c530c7d9555a47,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000017,13.8647,2026-03-12 01:50:59.329378,Suspicious (Wash Trading)
0xa606aa55903509ba2aea4b835195d9b48ba0a4c0e1989925ae4fc5e0aee026f6,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000017,11.8883,2026-03-12 02:09:59.329378,Suspicious (Wash Trading)
0x43db455788bfe82bf6fa2b99464cee45c4129bb5463c06eab5d85e25df9cd621,0x0000000000000000000000000000000000000057,0x000000000000000000000000000000000000002c,8.3428,2026-03-12 02:33:59.329378,Normal
0xdf48c2c03cd6d0ee2e2a3f41a4292388822db18a6be344497ef88e22b2d8b5eb,0x0000000000000000000000000000000000000062,0x000000000000000000000000000000000000005c,2.2222,2026-03-12 02:45:59.329378,Normal
0x8c973836dadaad5eba0ed882115e38889036b48d853803bb6a689f7deaad3790,0x0000000000000000000000000000000000000019,0x0000000000000000000000000000000000000051,0.0343,2026-03-12 03:07:59.329378,Suspicious (Sybil/Consolidation)
0x7fe71e55daf52d0fe75a665c4c3c0cdfd617f80a70498c5554c95960df7ccbf4,0x0000000000000000000000000000000000000027,0x000000000000000000000000000000000000005e,41.9809,2026-03-12 03:55:59.329378,Normal
0x460bb0e2b1ec8172f1a272a2a24eaf3674e6c8629d46bb95e3c45e0164eac79d,0x0000000000000000000000000000000000000048,0x000000000000000000000000000000000000001f,47.5431,2026-03-12 05:15:59.329378,Normal
0x8ff00fdee5fe89501523aacc45f4bc9749206ffe6c1d75bc8acf3565ffeb7a27,0x0000000000000000000000000000000000000036,0x0000000000000000000000000000000000000062,44.0067,2026-03-12 05:16:59.329378,Normal
0x8abd2f1a11c5b1cdd4344ab781c7eb7ce59966fdd6e45465de881e1ba8c57aa3,0x000000000000000000000000000000000000002e,0x000000000000000000000000000000000000004b,4.3339,2026-03-12 05:19:59.329378,Normal
0xd3dfe6477caa7936d672e26a6846fec21fb343008987dc55d85c1149d40b1643,0x0000000000000000000000000000000000000040,0x0000000000000000000000000000000000000056,16.7035,2026-03-12 05:29:59.329378,Normal
0x2587e5901a56cd593a1bff20f749d693042d3fac003a66a830df7f8d9879a950,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000003e,33.8404,2026-03-12 05:32:59.329378,Normal
0xb2468f8f14d28fe9dfac443021da48abbbf33dfcbfc19281e439977e3aba4ae9,0x0000000000000000000000000000000000000039,0x0000000000000000000000000000000000000012,20.7564,2026-03-12 05:37:59.329378,Normal
0x2a147837f25daa0bcb1e9e32b43336e9fb909b570f1cc0e06b60f2a82cc9cb01,0x0000000000000000000000000000000000000064,0x0000000000000000000000000000000000000051,0.0417,2026-03-12 06:05:59.329378,Suspicious (Sybil/Consolidation)
0xbc40ab647babc578e2ef99cdc4d0beba577fc164d3dc99e13f6438d52031c1c7,0x0000000000000000000000000000000000000051,0x0000000000000000000000000000000000000049,3.0152,2026-03-12 06:45:59.329378,Normal
0x82fd69d6dbbfc5a732216c133893693d376cd6c96295a2961e30d36be2302c31,0x0000000000000000000000000000000000000021,0x0000000000000000000000000000000000000020,45.3728,2026-03-12 07:09:59.329378,Normal
0x3a4cf40c0b1755ab813c5d62274807f5ee4fc369ac1460386b532a88af36df6d,0x000000000000000000000000000000000000004e,0x0000000000000000000000000000000000000039,14.5276,2026-03-12 07:46:59.329378,Normal
0xefdd93e9126a42c5a7a0e04540142336d20425b732fb2e9185a3945ff4dfb175,0x0000000000000000000000000000000000000024,0x0000000000000000000000000000000000000008,49.0224,2026-03-12 07:47:59.329378,Normal
0xac684fe87bd42f95775d3287feaa2bc4ea4fd4a4785594a6da0e65b2eb3b051e,0x0000000000000000000000000000000000000027,0x0000000000000000000000000000000000000051,10.346,2026-03-12 07:51:59.329378,Normal
0xcc4184dc9b730fc3044493678d6c1e4ecadaf0abf778f5e4e6d3f2c2db3aef82,0x000000000000000000000000000000000000001d,0x0000000000000000000000000000000000000038,12.7341,2026-03-12 08:13:59.329378,Normal
0x4ccedbd558bdc767f07f9ed0f12d27342036799a3706be9a904df314f931fb34,0x0000000000000000000000000000000000000062,0x000000000000000000000000000000000000001c,32.3365,2026-03-12 08:16:59.329378,Normal
0xab0ea459fbd471bcf886652de960666a9e326f4bcb92651f35af44bbd7ba3d5e,0x0000000000000000000000000000000000000012,0x000000000000000000000000000000000000003e,8.9174,2026-03-12 08:16:59.329378,Normal
0x469b124ce8cd5dcb4b76f04c5bf80b71423a8407bb00b63f090bb54ea8b65585,0x0000000000000000000000000000000000000063,0x0000000000000000000000000000000000000016,47.3956,2026-03-12 09:14:59.329378,Normal
0x800820d4a70c9ad728f149f6dde7eaba214ac6f7fb599e3776a205edbde07dfc,0x000000000000000000000000000000000000003d,0x0000000000000000000000000000000000000054,33.5733,2026-03-12 09:14:59.329378,Normal
0xde9a74f5b894deb346f86e86ee5ca970c22d96fd99e5fe0b378df1a82cec0580,0x000000000000000000000000000000000000005f,0x0000000000000000000000000000000000000019,44.7991,2026-03-12 09:34:59.329378,Normal
0xe176ac3e5ab086b85886cbb9a8e4e7cda7ed92738ee0073eadd36107917ecfa3,0x0000000000000000000000000000000000000030,0x0000000000000000000000000000000000000005,23.2791,2026-03-12 09:47:59.329378,Normal
0xeba6ae40bccaf94c0f4216048ef54e02df687844921cb65af8b6d7c6752e67b6,0x0000000000000000000000000000000000000059,0x0000000000000000000000000000000000000002,14.3338,2026-03-12 10:04:59.329378,Suspicious (Wash Trading)
0x5f312ea68de7da443a5dc31db7dbfe696342e71a52a8c4c2f82a009927c59900,0x0000000000000000000000000000000000000016,0x0000000000000000000000000000000000000003,48.5597,2026-03-12 10:25:59.329378,Normal
0x81f34ff88ac1206e8b634d3e7b49300ceeb79f745e878e92cc8a3dcaa80029c3,0x0000000000000000000000000000000000000018,0x0000000000000000000000000000000000000013,16.2909,2026-03-12 10:56:59.329378,Normal
0xc7f22f06a148b7a0aa9f465c0bddcc50d35b848f966bdf653560dd65262c385d,0x0000000000000000000000000000000000000024,0x0000000000000000000000000000000000000014,34.9356,2026-03-12 11:23:59.329378,Normal
0x4894016877b2666e721244edb94ab636f1732d2eca230a1ec7a102d9a09a3bd0,0x0000000000000000000000000000000000000033,0x000000000000000000000000000000000000002f,37.5397,2026-03-12 11:25:59.329378,Normal
0xc339320ccde00dc69ffdc3ed6c7e93b2fd3e13a9cdfbb4e829e7abce6af31542,0x0000000000000000000000000000000000000029,0x0000000000000000000000000000000000000006,31.2404,2026-03-12 11:47:59.329378,Normal
0xb0fb3fd341870c53795c7067c1715bccb51af41ff34a37332cb5987e03d34e56,0x0000000000000000000000000000000000000029,0x0000000000000000000000000000000000000027,28.6637,2026-03-12 11:59:59.329378,Normal
0x31eba6bf98524fe6b3808c53e16a1829fc5e682bf80e1dff98e410631139b56e,0x0000000000000000000000000000000000000044,0x0000000000000000000000000000000000000057,21.13,2026-03-12 13:29:59.329378,Normal
0x80a04097c908741bbc46afa08487fb6767cb6b8b69f40f67ebb19bf987087624,0x0000000000000000000000000000000000000044,0x000000000000000000000000000000000000000f,48.6749,2026-03-12 13:49:59.329378,Normal
0xd7581dba101821eac317202a3e367342082be335a54d1f0bda91bda30732f946,0x0000000000000000000000000000000000000019,0x000000000000000000000000000000000000005c,4.2187,2026-03-12 14:10:59.329378,Normal
0x77c837fdd97c9f4b107cf745c42e246406867dcd7f05fc7e1617fad5434973a3,0x0000000000000000000000000000000000000052,0x0000000000000000000000000000000000000057,5.9606,2026-03-12 15:26:59.329378,Normal
0x2478bf489a0751b21ba461c29195a79e28c1f550681cc5f22d9634aeef801c52,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000006,3.935,2026-03-12 16:27:59.329378,Normal
0x261e650b1c59edcdb90c2e3625be44fe6ee8e8698389396cd2ddcdede6ebe7a8,0x0000000000000000000000000000000000000026,0x0000000000000000000000000000000000000048,42.2729,2026-03-12 16:28:59.329378,Normal
0xd57d9816ef9c6b5555531e6aadbb07804bc22c1a657f81ebb8f81c8c22f25bb1,0x0000000000000000000000000000000000000052,0x0000000000000000000000000000000000000027,17.3981,2026-03-12 16:33:59.329378,Normal
